input_location,latitude,longitude,bbl,fireBattalion,censusTract2010
226 W 13 ST,40.73814024230586,-74.00085882691074,1006170043,02,  77  
135-15 244 ST,40.670769403801074,-73.7314222364381,4132250016,54, 638  
89-0 170 ST,40.709438120278335,-73.79108091828111,4098030024,50, 460  
89-0 170 ST,40.709438120278335,-73.79108091828111,4098030024,50, 460  
89-0 170 ST,40.709438120278335,-73.79108091828111,4098030024,50, 460  
254 E 134 ST,40.808548654196905,-73.92947640205068,2023170009,14,  19  
254 E 134 ST,40.808548654196905,-73.92947640205068,2023170009,14,  19  
667 CLASSON AVE,40.67738040341638,-73.9591599666473,3011490011,57, 305  
667 CLASSON AVE,40.67738040341638,-73.9591599666473,3011490011,57, 305  
111 E 210 ST,40.879884435186725,-73.88048062321849,2033270001,27, 421  
111 E 210 ST,40.879884435186725,-73.88048062321849,2033270001,27, 421  
445 LENOX RD,40.654526639458126,-73.9443110844574,3048380001,38, 816  
1539 LEXINGTON AVE,40.7874495749072,-73.94976474816164,1016260021,10, 166  
1539 LEXINGTON AVE,40.7874495749072,-73.94976474816164,1016260021,10, 166  
1539 LEXINGTON AVE,40.7874495749072,-73.94976474816164,1016260021,10, 166  
197-45 NASHVILLE BLVD,40.687296766629835,-73.75014539039678,4127320020,54, 376  
197-45 NASHVILLE BLVD,40.687296766629835,-73.75014539039678,4127320020,54, 376  
769 E 224 ST,40.88652982727508,-73.8590296193796,2048380014,27, 406  
769 E 224 ST,40.88652982727508,-73.8590296193796,2048380014,27, 406  
164-07 HILLSIDE AVE,40.86102771196079,-73.92537174456375,1021730029,13, 283  
164-07 HILLSIDE AVE,40.86102771196079,-73.92537174456375,1021730029,13, 283  
2298 CRESTON AVE,40.858017453095115,-73.90077128049289,2031640001,19, 23703
79 W 124 ST,40.80680609845045,-73.94526734955313,1017220001,12, 200  
79 W 124 ST,40.80680609845045,-73.94526734955313,1017220001,12, 200  
31-85 WHITESTONE EXPY E,40.7668483908135,-73.83761165344457,4044040001,52, 869  
31-85 WHITESTONE EXPY E,40.7668483908135,-73.83761165344457,4044040001,52, 869  
2946 AVE R,40.60746086445919,-73.94253161051894,3068360008,33, 564  
2946 AVE R,40.60746086445919,-73.94253161051894,3068360008,33, 564  
5 TUDOR CITY PL,40.74805342434091,-73.97118531720243,1013330023,08,  88  
2249 TIEBOUT AVE,40.85563526591161,-73.89787207511597,2031450036,18, 38301
2094 BOSTON RD,40.84233467981817,-73.8783362136519,2031400007,18, 361  
2094 BOSTON RD,40.84233467981817,-73.8783362136519,2031400007,18, 361  
34-55 12 ST,40.67118712593969,-73.99574622504214,3010250016,48, 119  
34-55 12 ST,40.67118712593969,-73.99574622504214,3010250016,48, 119  
570 LEXINGTON AVE,40.75692466300943,-73.97206581551819,1013050060,08, 100  
570 LEXINGTON AVE,40.75692466300943,-73.97206581551819,1013050060,08, 100  
401 W 47 ST,40.761794108568196,-73.9907372584727,1010570029,09, 127  
401 W 47 ST,40.761794108568196,-73.9907372584727,1010570029,09, 127  
170 ANNADALE RD,40.559384655010255,-74.17684456885469,5056830137,23, 17008
170 ANNADALE RD,40.559384655010255,-74.17684456885469,5056830137,23, 17008
3333 RICHMOND TER,40.640754277101884,-74.1677205764366,5012080030,22, 31902
447 LINWOOD ST,40.67451724540752,-73.88273772202574,3040030003,44,1166  
47-20 39 ST,40.65702062551587,-74.01337492094758,NA,40,  18  
87-40 166 ST,40.71001912314305,-73.79671684465886,4098370109,50, 454  
3333 RICHMOND TER,40.640754277101884,-74.1677205764366,5012080030,22, 31902
447 LINWOOD ST,40.67451724540752,-73.88273772202574,3040030003,44,1166  
3333 RICHMOND TER,40.640754277101884,-74.1677205764366,5012080030,22, 31902
87-20 260 ST,40.73140567110878,-73.70612992241925,4088270038,53,157903
87-20 260 ST,40.73140567110878,-73.70612992241925,4088270038,53,157903
157 BELMONT AVE,40.66932765540658,-73.9043503894427,3037270001,44, 908  
157 BELMONT AVE,40.66932765540658,-73.9043503894427,3037270001,44, 908  
33 PAERDEGAT 6 ST,40.63082993108539,-73.90848744279035,3080440047,58, 998  
33 PAERDEGAT 6 ST,40.63082993108539,-73.90848744279035,3080440047,58, 998  
54 NOLL ST,40.70055392453719,-73.93421415603811,3031520001,28, 391  
108 W 39 ST,40.75317239617004,-73.98607520198541,1008140046,07, 113  
108 W 39 ST,40.75317239617004,-73.98607520198541,1008140046,07, 113  
108 W 39 ST,40.75317239617004,-73.98607520198541,1008140046,07, 113  
108 W 39 ST,40.75317239617004,-73.98607520198541,1008140046,07, 113  
443 LINWOOD ST,40.674594121082905,-73.88275921734898,3040030005,44,1166  
443 LINWOOD ST,40.674594121082905,-73.88275921734898,3040030005,44,1166  
830 ELTON AVE,40.822617646829436,-73.91277258794514,2023810045,14, 141  
1724 CONEY ISLAND AVE,40.6154869572639,-73.96342644835549,3065730043,33, 454  
104-41 37 ROAD,40.75286107303996,-73.86288571971927,4017710026,46, 403  
104-41 37 ROAD,40.75286107303996,-73.86288571971927,4017710026,46, 403  
116-63 SUTPHIN BLVD,40.68093018261391,-73.79221219875403,4122030179,50, 272  
116-63 SUTPHIN BLVD,40.68093018261391,-73.79221219875403,4122030179,50, 272  
212-06 HOLLIS AVE,40.709511191780805,-73.74556061099632,4111150029,53, 53601
2062 STRANG AVE,40.89065817845535,-73.84032200391354,2049570036,15, 426  
2062 STRANG AVE,40.89065817845535,-73.84032200391354,2049570036,15, 426  
4340 PARK AVE,40.85091128657549,-73.89748533293658,2030360010,18, 395  
BELT PKWY,NA,NA,NA,NA,NA
BELT PKWY,NA,NA,NA,NA,NA
19-11 FRANCIS LEWIS BLVD,40.78082269547946,-73.80293881254866,4047580145,52,1017  
19-11 FRANCIS LEWIS BLVD,40.78082269547946,-73.80293881254866,4047580145,52,1017  
210 W 230 ST,40.87738111720199,-73.90715729977856,2057020001,19, 289  
327 S 5 ST,40.708488351610505,-73.95573959007464,3024490028,35, 527  
801 BEDFORD AVE,40.69625520710532,-73.95646535488343,3017340070,57,1237  
327 S 5 ST,40.708488351610505,-73.95573959007464,3024490028,35, 527  
801 BEDFORD AVE,40.69625520710532,-73.95646535488343,3017340070,57,1237  
801 BEDFORD AVE,40.69625520710532,-73.95646535488343,3017340070,57,1237  
2265 DAVIDSON AVE,40.858498590820126,-73.90500016984734,2031960058,19, 251  
2255 DAVIDSON AVE,40.858246203478366,-73.90515236183079,2031960066,19, 251  
55 E 84,40.60715670404283,-73.81878278481561,NA,47,107201
177-50 S CONDUIT AVE,40.66696288935714,-73.7710025347114,4132927501,54, 306  
177-50 S CONDUIT AVE,40.66696288935714,-73.7710025347114,4132927501,54, 306  
926 E 103 ST,40.64597284814375,-73.89551196885839,3082100049,58, 986  
926 E 103 ST,40.64597284814375,-73.89551196885839,3082100049,58, 986  
472 COLUMBIA ST,40.675666451409136,-74.00722108771677,3005330001,32,  85  
234 E 149 ST,40.81774009596526,-73.92415579586793,2023350016,14,  65  
453 BEACH 40 ST,40.59647941950816,-73.77247936160349,4159600060,47, 97203
453 BEACH 40 ST,40.59647941950816,-73.77247936160349,4159600060,47, 97203
405 E 92ND ST,40.78062465182869,-73.94640461344721,1015730020,10, 152  
405 E 92ND ST,40.78062465182869,-73.94640461344721,1015730020,10, 152  
97-28 57 AVE,40.73745221381616,-73.86304011731356,4019180067,46, 455  
143-20 GLASSBORO AVE,40.68733950979652,-73.80169705421167,4119360012,50, 194  
143-20 GLASSBORO AVE,40.68733950979652,-73.80169705421167,4119360012,50, 194  
2113 HERMANY AVE,40.82442991932882,-73.85169992027897,2036860068,03,  98  
2113 HERMANY AVE,40.82442991932882,-73.85169992027897,2036860068,03,  98  
46 W 71 ST,40.7762462142026,-73.97817042482737,1011230054,09, 157  
46 W 71 ST,40.7762462142026,-73.97817042482737,1011230054,09, 157  
994 E 94 ST,40.645551696569655,-73.9068961205501,3081430064,58, 970  
994 E 94 ST,40.645551696569655,-73.9068961205501,3081430064,58, 970  
1769 UNIVERSITY AVE,40.85024267221985,-73.91579431258695,2028780200,19, 21501
1769 UNIVERSITY AVE,40.85024267221985,-73.91579431258695,2028780200,19, 21501
80 ROSS ST,40.703951117724436,-73.96313626812037,3021860001,31, 539  
80 ROSS ST,40.703951117724436,-73.96313626812037,3021860001,31, 539  
188 DAHILL RD,40.642837458778516,-73.98051301591022,3053140027,48, 496  
103-05 101 AVE,40.68604564620006,-73.83976993409485,4094050035,51, 116  
103-05 101 AVE,40.68604564620006,-73.83976993409485,4094050035,51, 116  
769 ST MARKS AVE,40.67502847598532,-73.94659762574597,3012210001,38, 313  
701 SENECA AVE,40.70275063900156,-73.90757001708035,4034580011,45, 549  
220 CABRINI BLVD,40.85490104440248,-73.93848968798046,1021790274,13, 275  
1674 W 9 ST,40.60630458344667,-73.98228475944525,3066220037,42, 428  
1674 W 9 ST,40.60630458344667,-73.98228475944525,3066220037,42, 428  
245 WORTMAN AVE,40.65728153083354,-73.88422409341273,3043710001,39,1106  
245 WORTMAN AVE,40.65728153083354,-73.88422409341273,3043710001,39,1106  
316 W 97 ST,40.79608682044335,-73.97311482147363,1018870031,11, 183  
316 W 97 ST,40.79608682044335,-73.97311482147363,1018870031,11, 183  
1232 INTERVALE AVE,40.82889058245515,-73.8945634659996,2029740008,26, 125  
1232 INTERVALE AVE,40.82889058245515,-73.8945634659996,2029740008,26, 125  
1232 INTERVALE AVE,40.82889058245515,-73.8945634659996,2029740008,26, 125  
1232 INTERVALE AVE,40.82889058245515,-73.8945634659996,2029740008,26, 125  
155 POWERS ST,40.71233441396967,-73.94456217856045,3027760025,35, 495  
155 POWERS ST,40.71233441396967,-73.94456217856045,3027760025,35, 495  
45 SEAVER AVE,40.58622853935515,-74.10267000580059,5035320500,21, 11401
45 SEAVER AVE,40.58622853935515,-74.10267000580059,5035320500,21, 11401
110-11 72 AVE,40.721094644460074,-73.8405154179678,4022350001,50, 75702
110-11 72 AVE,40.721094644460074,-73.8405154179678,4022350001,50, 75702
42-02 MARATHON PKWY,40.77064399953063,-73.738846569891,4081270037,53,1479  
42-02 MARATHON PKWY,40.77064399953063,-73.738846569891,4081270037,53,1479  
217-41 HOLLIS AVE,40.71091238359207,-73.74002564252962,4111040075,53, 540  
217-41 HOLLIS AVE,40.71091238359207,-73.74002564252962,4111040075,53, 540  
66-33 52 DR,40.732105862251835,-73.89782326230764,4024100077,46, 513  
6419 11 AVE,40.62907387235017,-74.00546517347107,3057450001,42, 212  
6419 11 AVE,40.62907387235017,-74.00546517347107,3057450001,42, 212  
19 RICHARDSON ST,40.71818109928719,-73.95139701488519,3027210047,35, 515  
306 BEACH 56 ST,40.592929019193036,-73.78605882346453,4158920001,47, 97204
NA,NA,NA,NA,NA,NA
306 BEACH 56 ST,40.592929019193036,-73.78605882346453,4158920001,47, 97204
4166 HYLAN BLVD,40.53821439607163,-74.14944581914132,5053110001,23, 15603
4166 HYLAN BLVD,40.53821439607163,-74.14944581914132,5053110001,23, 15603
1760 1 AVE,40.78025434163796,-73.94689959102253,1015710003,10, 152  
1760 1 AVE,40.78025434163796,-73.94689959102253,1015710003,10, 152  
1337 ST MARKS AVE,40.673811021963495,-73.92431947287602,3013570084,38, 307  
17-11 HIMROD ST,40.69432624584393,-73.92553309444982,NA,37, 395  
17-11 HIMROD ST,40.69432624584393,-73.92553309444982,NA,37, 395  
57 JOSEPHINE ST,40.612148160559,-74.12441376756237,5007090067,22, 18701
57 JOSEPHINE ST,40.612148160559,-74.12441376756237,5007090067,22, 18701
99 UNIVERSITY PL,40.73382527243525,-73.992862816700665,1005630019,06,  61  
99 UNIVERSITY PL,40.73382527243525,-73.992862816700665,1005630019,06,  61  
99 UNIVERSITY PL,40.73382527243525,-73.992862816700665,1005630019,06,  61  
2441 7 AVE,40.819808176731904,-73.94040085681188,1020110001,16, 232  
2441 7 AVE,40.819808176731904,-73.94040085681188,1020110001,16, 232  
31 RODEO LANE,40.614452857545366,-74.07891611070684,5029250271,21,  40  
31 RODEO LANE,40.614452857545366,-74.07891611070684,5029250271,21,  40  
2305 GRAND AVE,40.86013720827848,-73.90503759569498,2032090060,19, 253  
2305 GRAND AVE,40.86013720827848,-73.90503759569498,2032090060,19, 253  
167 LENOX RD,40.65390789405297,-73.95409275098304,3050650085,38, 822  
193 WYCKOFF AVE,40.70266419389791,-73.91657220544334,3032810003,28, 443  
193 WYCKOFF AVE,40.70266419389791,-73.91657220544334,3032810003,28, 443  
2001 SOUTHERN BLVD,40.84388448342428,-73.88544262031108,2031170023,18, 36501
855 E 178 ST,40.843945218150076,-73.88579671309012,2031170023,18, 36501
1315 54 ST,40.631903746833025,-73.99447695043182,3056700078,40, 238  
1315 54 ST,40.631903746833025,-73.99447695043182,3056700078,40, 238  
156-11 AGUILAR AVE,40.72795514102717,-73.81227383406969,4067930225,52,122702
1515 62 ST,40.624717901935504,-73.99477294056517,3055230074,40, 250  
1515 62 ST,40.624717901935504,-73.99477294056517,3055230074,40, 250  
641 E 224 ST,40.88770902789459,-73.86274140776982,2048260036,27, 394  
641 E 224 ST,40.88770902789459,-73.86274140776982,2048260036,27, 394  
535 HAVEMEYER AVE,40.8180885945,-73.84467259346006,2035370001,03,  90  
2615 GRAND CONCOURSE,40.864997793412606,-73.89520399133355,2031680052,27, 401  
672 OAKLAND PL,40.84766569781802,-73.89006261832058,2030800064,18, 373  
672 OAKLAND PL,40.84766569781802,-73.89006261832058,2030800064,18, 373  
566 9 ST,40.664899460347996,-73.97747874498057,3010930028,48, 167  
566 9 ST,40.664899460347996,-73.97747874498057,3010930028,48, 167  
2616 AVE N,40.61681799659581,-73.94859645677346,3076800051,33, 756  
2616 AVE N,40.61681799659581,-73.94859645677346,3076800051,33, 756  
94-12 118 ST,40.69336640802163,-73.82864916017789,4094350012,51, 120  
94-08 118 ST,40.69341310121176,-73.82867067679356,4094350010,51, 120  
100 ARDEN ST,40.86423008742853,-73.92862197440645,1021750027,13, 287  
100 ARDEN ST,40.86423008742853,-73.92862197440645,1021750027,13, 287  
133-42 114 PL,40.67286843390142,-73.82501752127543,4117340060,51, 838  
760 BROADWAY-WOODHULL HOSPITAL,NA,NA,NA,NA,NA
110-17 SUTPHIN BLVD,40.68950669756395,-73.7963034033661,4121530001,50, 262  
110-17 SUTPHIN BLVD,40.68950669756395,-73.7963034033661,4121530001,50, 262  
1815 PALMETTO ST,40.70312377321516,-73.90737834871216,4034550043,45, 549  
901 CRANFORD,40.90359622077066,-73.84404227288407,2051270001,15, 442  
901 CRANFORD,40.90359622077066,-73.84404227288407,2051270001,15, 442  
1815 PALMETTO ST,40.70312377321516,-73.90737834871216,4034550043,45, 549  
1295 5 AVE,40.79715186811168,-73.94901341309001,1016160001,12, 17402
1295 5 AVE,40.79715186811168,-73.94901341309001,1016160001,12, 17402
93-41 212 ST,40.88353766936579,-73.87790640330459,NA,15, 431  
1034 AVENUE SAINT JOHN,40.81267529104657,-73.90134464214002,2026030026,26,  83  
1034 AVENUE SAINT JOHN,40.81267529104657,-73.90134464214002,2026030026,26,  83  
924 E 103 ST,40.64600032215425,-73.89554075411992,3082100048,58, 986  
2217 CATON AVE,40.652780827812514,-73.95677482807324,3050837502,38, 79602
2217 CATON AVE,40.652780827812514,-73.95677482807324,3050837502,38, 79602
144-07 229 ST,40.66305400374555,-73.74977121957373,4134990040,54, 680  
144-07 229 ST,40.66305400374555,-73.74977121957373,4134990040,54, 680  
60-54 PUTNAM AVE,40.68296056750772,-73.95927192615972,3019930025,57, 227  
60-54 PUTNAM AVE,40.68296056750772,-73.95927192615972,3019930025,57, 227  
157 W 179 ST,40.85545604477111,-73.91367662053035,2032210034,19, 24502
157 W 179 ST,40.85545604477111,-73.91367662053035,2032210034,19, 24502
2155 UNIVERSITY AVE,40.85739350358384,-73.90969761856375,2032170060,19, 249  
37 JAMES ST,40.71198270211561,-73.9987194793771,1001160047,04,  27  
37 JAMES ST,40.71198270211561,-73.9987194793771,1001160047,04,  27  
470 WILLOUGHBY AVE,40.69367012754673,-73.95087035988013,3017660021,57, 253  
470 WILLOUGHBY AVE,40.69367012754673,-73.95087035988013,3017660021,57, 253  
110-44 207ST,40.70677876403007,-73.74994252294644,4109470053,53, 512  
110-44 207ST,40.70677876403007,-73.74994252294644,4109470053,53, 512  
35-06 34 ST,40.65760858277218,-74.0068406962068,NA,40,  18  
35-06 34 ST,40.65760858277218,-74.0068406962068,NA,40,  18  
369 GATES AVE,40.68601562450031,-73.95244447740374,3018070079,57, 243  
18 MAPLEWOOD PL,40.57476455449745,-74.10453502350053,5037010019,21, 11202
1051 MORRIS PARK AVE,40.8488807159731,-73.85454787423885,2041290040,20, 254  
419 E 118 ST,40.7970508269303,-73.93382263582389,1018060109,12, 178  
419 E 118 ST,40.7970508269303,-73.93382263582389,1018060109,12, 178  
40-09 82 ST,40.62838139951213,-74.03837830635074,3060030052,40,  46  
40-09 82 ST,40.62838139951213,-74.03837830635074,3060030052,40,  46  
145 W 43 STREET,40.7560075537228,-73.984771585438,1009960012,07, 119  
145 W 43 STREET,40.7560075537228,-73.984771585438,1009960012,07, 119  
251 STONE AVE,40.673239019333074,-73.90778035167463,3036750007,44, 908  
251 STONE AVE,40.673239019333074,-73.90778035167463,3036750007,44, 908  
837 ADEE AVE,40.86962357182059,-73.86217854010923,2045730004,27, 340  
837 ADEE AVE,40.86962357182059,-73.86217854010923,2045730004,27, 340  
254-08 74 AVE,40.74708169147211,-73.71847941193417,4085110002,53,155102
254-08 74 AVE,40.74708169147211,-73.71847941193417,4085110002,53,155102
1413 PROSPECT AVE,40.83245506944206,-73.89660313429964,2029620042,26, 151  
1413 PROSPECT AVE,40.83245506944206,-73.89660313429964,2029620042,26, 151  
257-54 148 RD,40.65433662423552,-73.73154605617941,4136730032,54, 664  
257-54 148 RD,40.65433662423552,-73.73154605617941,4136730032,54, 664  
84 REID AVE,40.691255346391614,-73.93072552971455,3016160001,37, 291  
EVERGREEN AVE,NA,NA,NA,NA,NA
170 CAROLL ST,40.84600803664388,-73.78494850991709,2056420024,20, 516  
170 CAROLL ST,40.84600803664388,-73.78494850991709,2056420024,20, 516  
2786 PARKVIEW TERR,40.869987570967304,-73.89511296707015,2033180020,27, 40303
4435 VICTORY BLVD,40.58621693251353,-74.20082531941611,5027050225,22, 29102
4435 VICTORY BLVD,40.58621693251353,-74.20082531941611,5027050225,22, 29102
15 GREENWICH AVE,40.734407381307406,-73.99983762585748,1006100056,02,  71  
15 GREENWICH AVE,40.734407381307406,-73.99983762585748,1006100056,02,  71  
83-40 AUSTIN ST,40.70874042415527,-73.82902083052905,4033380030,50, 136  
83-40 AUSTIN ST,40.70874042415527,-73.82902083052905,4033380030,50, 136  
6 E 32 ST,40.74695816004074,-73.98505876453044,1008610072,07,  74  
6 E 32 ST,40.74695816004074,-73.98505876453044,1008610072,07,  74  
2106 WALLACE AVE,40.85340003851743,-73.86483648294009,2042920014,20, 228  
1154 229 DR S,40.88513774852405,-73.84574554886242,2049050001,15, 458  
1154 229 DR S,40.88513774852405,-73.84574554886242,2049050001,15, 458  
2162 E 35 STREET,40.606660174806336,-73.92919267427534,3085340067,33, 658  
281 E 143 ST,40.814844367799566,-73.92408322970871,2023240001,14,  51  
90-15 170 ST,40.70864124991667,-73.79059287333983,4098040029,50, 462  
111 BROADWAY,40.70848534516675,-74.0111128931133,1000490002,01,  13  
90-15 170 ST,40.70864124991667,-73.79059287333983,4098040029,50, 462  
111 BROADWAY,40.70848534516675,-74.0111128931133,1000490002,01,  13  
153-04 119 AVE,40.67972499986352,-73.78907207486282,4122130076,50, 288  
548 CENTRAL AVE,40.69054532445626,-73.91192849128741,3033960142,37, 413  
548 CENTRAL AVE,40.69054532445626,-73.91192849128741,3033960142,37, 413  
312 BAY 14TH ST,40.60301156734679,-74.01199564049503,3064610131,42, 174  
312 BAY 14TH ST,40.60301156734679,-74.01199564049503,3064610131,42, 174  
221 W41 ST,40.755730743717706,-73.9882692245662,1010130042,07, 113  
169-11 89 AVE,40.70930245035942,-73.79194701522157,4098230034,50, 460  
169-11 89 AVE,40.70930245035942,-73.79194701522157,4098230034,50, 460  
2965 MARION AVE,40.8691590076435,-73.88399259888972,2032920001,27, 415  
1254 ROGERS AVE,40.63920017077873,-73.95125276467643,3052130051,41, 790  
